datetime,datetime,trading_datetime,order_book_id,symbol,side,position_effect,exec_id,tax,commission,last_quantity,last_price,order_id,transaction_cost
2024-04-17 13:04:00,2024-04-17 13:04:00,2024-04-17 13:04:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260122,0.0,5.0,300,2.47,17754685260130,5.0
2024-04-17 13:05:00,2024-04-17 13:05:00,2024-04-17 13:05:00,600030.XSHG,中信证券,SELL,CLOSE,17754685260123,0.891,5.0,100,17.82,17754685260131,5.891
2024-04-17 13:13:00,2024-04-17 13:13:00,2024-04-17 13:13:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260124,0.0,5.0,300,2.47,17754685260132,5.0
2024-04-17 13:23:00,2024-04-17 13:23:00,2024-04-17 13:23:00,600030.XSHG,中信证券,SELL,CLOSE,17754685260125,0.894,5.0,100,17.88,17754685260133,5.894
2024-04-17 13:54:00,2024-04-17 13:54:00,2024-04-17 13:54:00,600085.XSHG,同仁堂,SELL,CLOSE,17754685260126,2.07,5.0,100,41.4,17754685260134,7.07
2024-04-17 14:23:00,2024-04-17 14:23:00,2024-04-17 14:23:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260127,0.0,5.0,600,2.45,17754685260135,5.0
2024-04-17 14:25:00,2024-04-17 14:25:00,2024-04-17 14:25:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260128,0.0,5.0,600,2.45,17754685260136,5.0
2024-04-17 14:44:00,2024-04-17 14:44:00,2024-04-17 14:44:00,600030.XSHG,中信证券,BUY,OPEN,17754685260129,0.0,5.0,100,17.85,17754685260137,5.0
2024-04-18 09:43:00,2024-04-18 09:43:00,2024-04-18 09:43:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260130,0.0,5.0,400,2.47,17754685260138,5.0
2024-04-18 09:43:00,2024-04-18 09:43:00,2024-04-18 09:43:00,600085.XSHG,同仁堂,BUY,OPEN,17754685260131,0.0,5.0,100,41.85,17754685260139,5.0
2024-04-18 09:49:00,2024-04-18 09:49:00,2024-04-18 09:49:00,601318.XSHG,中国平安,BUY,OPEN,17754685260132,0.0,5.0,100,39.42,17754685260140,5.0
2024-04-18 13:17:00,2024-04-18 13:17:00,2024-04-18 13:17:00,600030.XSHG,中信证券,BUY,OPEN,17754685260133,0.0,5.0,100,18.4,17754685260143,5.0
2024-04-18 13:35:00,2024-04-18 13:35:00,2024-04-18 13:35:00,601318.XSHG,中国平安,BUY,OPEN,17754685260134,0.0,5.0,100,38.9,17754685260144,5.0
2024-04-18 13:40:00,2024-04-18 13:40:00,2024-04-18 13:40:00,601318.XSHG,中国平安,SELL,CLOSE,17754685260135,3.9490000000000003,6.3184000000000005,200,39.49,17754685260145,10.2674
2024-04-18 13:43:00,2024-04-18 13:43:00,2024-04-18 13:43:00,300142.XSHE,沃森生物,BUY,OPEN,17754685260136,0.0,5.0,100,14.35,17754685260146,5.0
2024-04-19 09:31:00,2024-04-19 09:31:00,2024-04-19 09:31:00,600085.XSHG,同仁堂,SELL,CLOSE,17754685260137,2.0725000000000002,5.0,100,41.45,17754685260147,7.0725
2024-04-19 09:38:00,2024-04-19 09:38:00,2024-04-19 09:38:00,000069.XSHE,华侨城A,BUY,OPEN,17754685260138,0.0,5.0,400,2.44,17754685260148,5.0
2024-04-19 10:33:00,2024-04-19 10:33:00,2024-04-19 10:33:00,600085.XSHG,同仁堂,BUY,OPEN,17754685260139,0.0,5.0,100,41.72,17754685260149,5.0
2024-04-19 10:53:00,2024-04-19 10:53:00,2024-04-19 10:53:00,601318.XSHG,中国平安,BUY,OPEN,17754685260140,0.0,5.0,100,39.42,17754685260150,5.0
2024-04-19 13:03:00,2024-04-19 13:03:00,2024-04-19 13:03:00,601318.XSHG,中国平安,BUY,OPEN,17754685260141,0.0,5.0,100,39.49,17754685260152,5.0
2024-04-22 09:31:00,2024-04-22 09:31:00,2024-04-22 09:31:00,600085.XSHG,同仁堂,SELL,CLOSE,17754685260142,2.1175,5.0,100,42.35,17754685260154,7.1175
2024-04-22 09:43:00,2024-04-22 09:43:00,2024-04-22 09:43:00,300142.XSHE,沃森生物,BUY,OPEN,17754685260143,0.0,5.0,100,13.87,17754685260155,5.0
2024-04-22 10:03:00,2024-04-22 10:03:00,2024-04-22 10:03:00,300142.XSHE,沃森生物,BUY,OPEN,17754685260144,0.0,5.0,100,13.92,17754685260156,5.0
2024-04-22 10:22:00,2024-04-22 10:22:00,2024-04-22 10:22:00,300142.XSHE,沃森生物,BUY,OPEN,17754685260145,0.0,5.0,100,13.94,17754685260157,5.0
2024-04-22 10:22:00,2024-04-22 10:22:00,2024-04-22 10:22:00,600030.XSHG,中信证券,BUY,OPEN,17754685260146,0.0,5.0,100,18.43,17754685260158,5.0
2024-04-22 10:23:00,2024-04-22 10:23:00,2024-04-22 10:23:00,601318.XSHG,中国平安,BUY,OPEN,17754685260147,0.0,5.0,100,39.84,17754685260159,5.0
